DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,21/10/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,21/10/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,22/10/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,23/10/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,23/10/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,24/10/2014,FEMENINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,24/10/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,25/10/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,26/10/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,26/10/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,27/10/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,27/10/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,28/10/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,28/10/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,29/10/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,30/10/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,30/10/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,31/10/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,31/10/2014,MASCULINO,ADULTOS,6
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,1/11/2014,FEMENINO,ADOLESCENTES,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,1/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,1/11/2014,MASCULINO,ADOLESCENTES,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,1/11/2014,MASCULINO,ADULTOS,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,2/11/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,3/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,3/11/2014,MASCULINO,ADOLESCENTES,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,3/11/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,4/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,4/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,5/11/2014,FEMENINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,5/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,6/11/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,6/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,7/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,7/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,8/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,8/11/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,9/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,9/11/2014,MASCULINO,ADULTOS,6
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,10/11/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,11/11/2014,MASCULINO,ADULTOS,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,12/11/2014,FEMENINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,12/11/2014,MASCULINO,ADOLESCENTES,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,12/11/2014,MASCULINO,ADULTOS,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,13/11/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,13/11/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,14/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,14/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,15/11/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,16/11/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,16/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,17/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,18/11/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,19/11/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,20/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,20/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,21/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,22/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,22/11/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,23/11/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,24/11/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,24/11/2014,MASCULINO,ADULTOS,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,25/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,25/11/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,26/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,27/11/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,28/11/2014,FEMENINO,ADULTOS,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,28/11/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,29/11/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,29/11/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,30/11/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,30/11/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,1/12/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,2/12/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,2/12/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,3/12/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,4/12/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,5/12/2014,FEMENINO,ADULTOS,6
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,5/12/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,6/12/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,7/12/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,8/12/2014,MASCULINO,ADULTOS,5
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,9/12/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,10/12/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,10/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,11/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,12/12/2014,MASCULINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,14/12/2014,FEMENINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,14/12/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,15/12/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,15/12/2014,MASCULINO,ADULTOS,5
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,16/12/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,16/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,17/12/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,17/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,18/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,20/12/2014,MASCULINO,ADOLESCENTES,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,20/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,21/12/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,22/12/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,22/12/2014,MASCULINO,ADULTOS,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,23/12/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,23/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,25/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,26/12/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,27/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,29/12/2014,FEMENINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,29/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,30/12/2014,MASCULINO,ADULTOS,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,31/12/2014,FEMENINO,ADULTOS,2
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,31/12/2014,MASCULINO,ADULTOS,2
VALLE,CALIMA,76126000,ARMA BLANCA / CORTOPUNZANTE,25/12/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,6/1/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,10/2/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,18/2/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,18/2/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,19/2/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,20/2/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,14/4/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,9/5/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,28/5/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,5/6/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,11/6/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,20/8/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,9/9/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,27/9/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,15/10/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,20/10/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,25/11/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,17/12/2014,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,17/12/2014,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,29/12/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,1/1/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,1/1/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,4/1/2014,MASCULINO,ADULTOS,2
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,3/2/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,14/2/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,20/2/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,15/3/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,22/3/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,6/4/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,23/5/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,27/5/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,27/5/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,4/6/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,14/6/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,19/6/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,5/7/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,8/7/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,13/7/2014,FEMENINO,ADOLESCENTES,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,24/7/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,2/8/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,16/8/2014,MASCULINO,ADOLESCENTES,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,27/8/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,3/9/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,25/9/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,3/10/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,21/10/2014,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,24/10/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,14/12/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,18/12/2014,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,28/12/2014,FEMENINO,ADULTOS,1
VALLE,DAGUA,76233000,ARMA BLANCA / CORTOPUNZANTE,1/4/2014,FEMENINO,ADULTOS,1
VALLE,DAGUA,76233000,ARMA BLANCA / CORTOPUNZANTE,14/5/2014,FEMENINO,ADULTOS,1
VALLE,DAGUA,76233000,ARMA BLANCA / CORTOPUNZANTE,20/6/2014,FEMENINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,20/1/2014,FEMENINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,6/7/2014,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,7/7/2014,FEMENINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,16/7/2014,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,2/8/2014,FEMENINO,ADOLESCENTES,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,2/8/2014,MASCULINO,ADOLESCENTES,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,2/8/2014,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,26/9/2014,FEMENINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,5/12/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,13/3/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,4/4/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,19/4/2014,FEMENINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,10/6/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,23/8/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,6/9/2014,FEMENINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,13/9/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,16/9/2014,FEMENINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,18/9/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,10/10/2014,FEMENINO,ADOLESCENTES,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,20/10/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,11/11/2014,FEMENINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,21/11/2014,FEMENINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,8/12/2014,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,10/12/2014,FEMENINO,ADULTOS,1
VALLE,GINEBRA,76306000,ARMA BLANCA / CORTOPUNZANTE,27/1/2014,FEMENINO,ADOLESCENTES,1
VALLE,GINEBRA,76306000,ARMA BLANCA / CORTOPUNZANTE,27/3/2014,MASCULINO,ADOLESCENTES,1
VALLE,GINEBRA,76306000,ARMA BLANCA / CORTOPUNZANTE,15/8/2014,FEMENINO,ADULTOS,1
VALLE,GINEBRA,76306000,ARMA BLANCA / CORTOPUNZANTE,18/11/2014,MASCULINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,12/2/2014,FEMENINO,ADOLESCENTES,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,16/2/2014,FEMENINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,13/4/2014,MASCULINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,16/6/2014,FEMENINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,5/7/2014,FEMENINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,10/9/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,10/1/2014,FEMENINO,ADULTOS,2
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,5/2/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,22/2/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,17/4/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,18/4/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,18/4/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,20/4/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,11/5/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,1/6/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,10/6/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,17/6/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,21/6/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,29/6/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,29/6/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,30/6/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,27/7/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,28/7/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,8/8/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,9/8/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,11/8/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,21/8/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,21/8/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,13/9/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,17/9/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,18/9/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,8/10/2014,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,20/10/2014,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,31/10/2014,FEMENINO,ADOLESCENTES,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,1/12/2014,FEMENINO,ADULTOS,2
